Period,Nationality,Level,Composer,Piece Name,Book's name,future,time,future,14,13,12,11,10,09,08,07,06,05,04,03,02,01,00,99,98,97,96,95,94,93
16 Early Romantic,Polish ,Intermediate,Chopin,Mazurka Op.07 #1 in Bb ,,,,,,,,,,,,rINT,,rINT,,rINT,,,,,rINT,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,Mazurka Op.07 #2 in A Minor,,,,,,,,,,,,rINT,,rINT,,rINT,,,,,rINT,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,Mazurka Op.07 #5 in C Major,,,,,,,,,,,,,,,,,,,,,rINT,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,Mazurka Op.24 #1 in G Minor,,,,,,,,,,,,rINT,,,,rINT,,,,,rINT,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,Mazurka Op.24 #3 in A Flat Major,,,,,,,,,,,,rINT,,,,rINT,,,,,rINT,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,Mazurka Op.30 #3 in D Flat Major,,,,,,,,,,,,,,,,rINT,,,,,,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,Mazurka Op.33 #2 in D Major,,,,,,,,,,,,,,,,rINT,,,,,rINT,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,Mazurka Op.33 #3 in C Major,,,,,,,,,,,,rINT,,rINT,,rINT,,,,,rINT,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,Mazurka Op.33 #3 in G Major,,,,,,,,,,,,rINT,,,,,,,,,,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,Mazurka Op.41 #3 in A Flat Major,,,,,,,,,,,,,,,,rINT,,,,,,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,Mazurka Op.59 #2 in A Flat Major,,,,,,,,,,,,,,,,rINT,,,,,rINT,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,Mazurka Op.63 #2 in F Minor,,,,,,,,,,,,,,,,,,,,,rINT,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,Mazurka Op.63 #3 in C# Minor,,,,,,,,,,,,,,,,rINT,,,,,,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,Mazurka Op.67 #1 in G Major,,,,,,,,,,,,,,,,rINT,,,,,rINT,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,Mazurka Op.67 #2 in G Minor,,,,,,,,,,,,rINT,,rINT,,rINT,,,,,rINT,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,Mazurka Op.67 #3 in C Major,,,,,,,,,,,,rINT,,rINT,,rINT,,,,,rINT,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,Mazurka Op.67 #4 in A Minor,,,,,,,,,,,,rINT,,rINT,,rINT,,,,,rINT,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,Mazurka Op.68 #2 in A Minor,,,,,,,,,,,,rINT,,,,,,,,,,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,Mazurka Op.68 #3 in F Major,,,,,,,,,,,,rINT,,rINT,,rINT,,4C,,,rINT,,,,,
16 Early Romantic,Polish ,Senior,Chopin,Nocturne Op.15 #1 in F Major,,,,,,,,,,,,,,rSR,,,,,rSR,,,,,,,
16 Early Romantic,Polish ,Senior,Chopin,Nocturne Op.15 #2 in F# Major,,,,,,,,,,,,rSR,,,,,,,rSR,,,,,,,
16 Early Romantic,Polish ,Senior,Chopin,Nocturne Op.15 #3 in G Minor,,,,,,,,,,,,rSR,,rSR,,,,,rSR,,,,,,,
16 Early Romantic,Polish ,Senior,Chopin,Nocturne Op.27 #1 in C# Minor,,,,,,,,,,rSR,,,,,,,,,,,,,,,,
16 Early Romantic,Polish ,Advanced,Chopin,Nocturne Op.27 #2 in D Flat Major,,,,,,,,,,rADV,,,,,,rADV,,,,,,,,,,
16 Early Romantic,Polish ,Senior,Chopin,Nocturne Op.32 #1 in B Major,,,,,,,,,,,,rSR,,rSR,,,"6C
",,rSR,,,,,,x,
16 Early Romantic,Polish ,Senior,Chopin,Nocturne Op.32 #2 in A Flat Major,,,,,,,,,,rSR,,,,,,,,,,,,,,,,
16 Early Romantic,Polish ,Senior,Chopin,Nocturne Op.37 #1 in G Minor,,,,,,,,,,,,rSR,,rSR,,,,,rSR,,,,,,,
16 Early Romantic,Polish ,Senior,Chopin,Nocturne Op.37 #2 in G Major,,,,,,,,,,rSR,,,,,,,,,,,,,,,,
16 Early Romantic,Polish ,Advanced,Chopin,Nocturne Op.48 #1 in C Minor,,,,,,,,,,rADV,,,,,,,,,,,,,,,,
16 Early Romantic,Polish ,Senior,Chopin,Nocturne Op.55 #1 in F Minor,,,,,,,,,,,,rSR,,rSR,,,,,rSR,,,,,,,
16 Early Romantic,Polish ,Senior,Chopin,Nocturne Op.55 #2 in E Flat Major,,,,,,,,,,rSR,,,,,,,,,,,,,,,,
16 Early Romantic,Polish ,Senior,Chopin,Nocturne Op.62 #2 in E Major,,,,,,,,,,rSR,,,,,,,,,,,,,,,,
16 Early Romantic,Polish ,Senior,Chopin,Nocturne Op.72 #1 in E Minor,,,,,,,,,,,,rSR,,rSR,,,,,rSR,,,,,,,
16 Early Romantic,Polish ,Senior,Chopin,Nocturne Op.9 #1 in B Flat Minor,,,,,,,,,,,,rSR,,rSR,,,,,rSR,,,,,,,
16 Early Romantic,Polish ,Senior,Chopin,Nocturne Op.9 #2 in E Flat Major,,,,,,,,,,,,rSR,,rSR,,,,,rSR,,,,,,,
16 Early Romantic,Polish ,Senior,Chopin,Nocturne Posthumous in C# Minor,,,,,,,,,,,,rSR,,rSR,,,,,rSR,,8C,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,"Op.72 #3, Ecossaise #1 in D Major",,,,,,,,,,,,,,rINT,,5C,,,,,,,,,,6C
16 Early Romantic,Polish ,Intermediate,Chopin,"Op.72 #3, Ecossaise #2 in G Major",,,,,,,,,,,,,,rINT,,,,,,,,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,"Op.72 #3, Ecossaise #3 in D Flat Major",,,,,,,,,,,,,,rINT,,,,,,,,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,"Polonaise in A Flat Major, BI 5",,,,,,,,,,,5C,,,,,,,,,,,,,,,
16 Early Romantic,Polish ,Intermediate,Chopin,"Polonaise in B Flat Major,  BI 3 ",,,,,,,,,,,4C,,,,,,,,,,,,,,,
16 Early Romantic,Polish ,Senior,Chopin,Prelude Op.28 #15,,,,,,,,,,,,,,,,,,,7C,,,,,,,
16 Early Romantic,Polish ,Senior,Chopin,Prelude Op.28 #17 in A Flat Major,,,,,,,,,,,,,6C,,,,,,,,,,7C,,,
16 Early Romantic,Polish ,Intermediate,Chopin,Prelude Op.28 #6 in B Minor,,,,,,,,,4C,,,,,rINT,,,,,,4C,,,,,,
16 Early Romantic,Polish ,Concerto Adv,Chopin,Romance (2nd mvt) from Op.11 Concerto #1 in E Minor,,,10,,toADV10,,,,toADV,toADV,toADV,,,,,,,,,,,,,,,
16 Early Romantic,Polish ,Concerto Adv,Chopin,Rondo (3rd mvt) from Op.11 Concerto #1 in E Minor,,,10,,toADV11,,,,toADV,toADV,toADV,,,,,,,,,,,,,,,
16 Early Romantic,Polish ,Advanced,Chopin,Scherzo (2nd mvt) in E Flat Minor from Sonata Op.35 in B Flat Minor,,,,,,,,,,rADV,,,,,,rADV,,,,,,,,,,
16 Early Romantic,Polish ,Advanced,Chopin,Scherzo in E Flat Major from Sonata Op.58 in B Minor ,,,,,,,,,,rADV,,,,,,rADV,,,,,,,,,,
16 Early Romantic,Polish ,Senior,Chopin,Waltz Op.18 in E Flat Major,,,,,,,,,,rSR,,,,,,rSR,,,,,,,,,,
16 Early Romantic,Polish ,Senior,Chopin,Waltz Op.34 #1 in A Flat Major,,,,,,,,,,rSR,,,,,,rSR,,,,,,,,,,
16 Early Romantic,Polish ,Senior,Chopin,Waltz Op.42 in A Flat Major,,,,,,,,,,rSR,,,,,,rSR,,,,,,,,,,
23 Pedagogy,Hungarian,Elementary,Chovan,Evening Song & Morning Call,"An Introduction to Classics to Moderns Agay ISBN 0825612667, (p.23,total 24 bars) ",,,,,,,001D,,,,,,,1D,,,,,,,,,,,
24 Chinese ,Chinese,Intermediate,Chu,The Shinning Red Star 红星闪闪放光彩,"Selection from Chinese Classical Music for Piano 4, ShiDaiWenYi Publishing House, ISBN 7538709657, 中国钢琴名曲曲库4, 时代文艺出版社,p.136-140 in G",,,,,,,6chINT6,,,,,,,,,,,,,,,,,,
24 Chinese,Chinese,Senior,Chu,Celebrating a New Chapter in Life,,,,,,,,,,chiSR,,,,,,,,,,,,,,,,
24 Chinese,Chinese,Senior,Chu,Reflection of Moon Upon the Twin Brooks,,,,,,,,,,chiSR,,,,,,,,,,,,,,,,
,Chinese,Intermediate,Chu 储,Name That Tune 猜调,"ZhongGuo GangQin ZuoPinXuan,ISBN:9787103012147,中国钢琴作品选-人民音乐出版 p.91-93",,,,,,63chINT6,,,,,,,,,,,,,,,,,,,
21 Pedagogy,English ,Elementary,Clark,Chipmunk's Lullaby ,"Guild Repertoire Elementary C and D, Alfred Music Publishing AP.0640, P.8-9, 24 bars, in D Minor",,,,31rELE6,,,,,,,usELE,,,,,,,,,,,,,,
22 Pedagogy,English ,Elementary,Clarke,Trumpet Minuet in D Major,"Harris Piano Classics Vol.1/a, FH.HPA59, P.4, 20 bars",,,,11bELE1,,,,,2A,,,,,,,,,,,,,,,,1A
23 Pedagogy,English ,Elementary,Clarke,King William's March in D Major,"Harris Piano Classics Vol.2/a, FH.HPA60, p.4, 16 bars",,,,,,11bELE1,,,,,,,,,,,,,,,,,,,
15 Late Classical,English ,Junior,Clementi,Vivace (3rd mvt) from Sonatina Op.36 #1 in C Major ,"Bastien Piano Literature, Vol. 2, KJ.GP10, p.12-13,Follow dynamics",,,,,,,2clJR2,,,,,,,,,,3B,,,,,,,,
15 Late Classical,English ,Junior,Clementi,Spiritoso (Allegro) (1st mvt) from Sonatina Op.36 #1 in C Major,"Bastien Piano Literature, Vol. 2, KJ.GP10, p.9-10,Follow articulation",,,,,,,2clJR1,,,,,,,,,,,3B,,,,,,,
15 Late Classical,English ,Junior,Clementi, Allegretto (1st mvt) from Sonatina Op.36 #2 in G Major ,"Sonatina Album Alfred 1710C p.10-11,All L.H. broken octaves should be played non-legato",,,,,,,2clJR3,,,,,,,,,,,,,,clINT,,,,
15 Late Classical,English ,Junior,Clementi,Allegretto (2nd mvt) from Sonatina Op.36 #2 in C Major         ,Sonatina Album Alfred 1710C p.11,,,,,,,2clJR4,,,,,,,,,,,,,,,,,,
15 Late Classical,English ,Junior,Clementi,Andante con espressione (2nd mvt) from Sonatina Op.36 #4 in B Flat Major,Sonatina Album Alfred 1710C p.20-21,,,,,,,2clJR5,,,,,,,,,,,,,,,,,,
15 Late Classical,English ,Intermediate,Clementi,Con spirito (1st mvt) from Sonatina Op.36 #4 in F Major,"Sonatina Album Alfred AP.1710C, p.18-19 (L.H. all ‘8th note broken octaves’ can be detached)",,,,,23clINT1,,,,,,clINT,,4B,,,,,,,,,,,,
15 Late Classical,English ,Intermediate,Clementi,Rondo (3rd mvt) from Sonatina Op.36 #4 in F Major,"Sonatina Album Alfred AP.1710C, p.22-23 with Da Capo al Fine",,,,,23clINT2,,,,,,clINT,,,,,,,,,,,,,,
15 Late Classical,English ,Intermediate,Clementi,Presto (1st mvt) from Sonatina Op.36 #5 in G Major,"Sonatina Album Alfred AP.1710C, p.24-27 (All or most of the quarter notes can be detached) ",,,,,23clINT3,,,,,,clINT,,,,,,,,,,,,,,
15 Late Classical,English ,Intermediate,Clementi,Rondo (3rd mvt) from Sonatina Op.36 #5 in G Major,"Sonatina Album Alfred AP.1710C, p.30-31 with Da Capo al Fine",,,,,23clINT4,,,,,,clINT,,,,,,,,,,,,,,
15 Late Classical,English ,Intermediate,Clementi,Allegro con spirito (1st mvt) from Sonatina Op.36 #6 in D Major,"Sonatina Album Alfred AP.1710C, p.32-35",,,,,23clINT5,,,,,,clINT,,,,,,,clINT,clINT,,clINT,,,,
15 Late Classical,English ,Intermediate,Clementi,Rondo (2nd mvt) from Sonatina Op.36 #6 in D Major,"Sonatina Album Alfred AP.1710C, p.36-37 with Da Capo al Fine",,,,,23clINT6,,,,,,,,,,,,,,,,,,,,
,English ,Junior,Clementi,Rondo-Valse in D Major,"The World's Great Classical Music: The Classical Era - Intermediate to Advanced Hal Leonard (HL.240063), p.90-91(85 bars, no repeat) 
",,,,,003B,,,,,,,,,,,,,,,,,,,,
15 Late Classical,English ,Senior,Clementi,Allegretto from Sonata Op.4 #5,,,,,,,,,,,,,clSR,,,,,,,,,,,,,
15 Late Classical,English ,,Clementi,Allegro (3rd mvt) from Sonatina Op.36 #2 in G Major,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Late Classical,English ,,Clementi,Allegro (3rd mvt) from Sonatina Op.36 #3 in C Major,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Late Classical,English ,Senior,Clementi,Allegro assai from Sonata Op.4 #1,,,,,,,,,,,,,clSR,,,,,,,,,,,,,
15 Late Classical,English ,Senior,Clementi,Allegro from Sonata Op.4 #3,,,,,,,,,,,,,clSR,,,,,,,,,,,,,
15 Late Classical,English ,Junior,Clementi,Allegro moderato (2nd mvt) from Sonatina Op.36 #5 in G Major,,,,JR,,,,,,,,,,,,,,,,,,,,,,
15 Late Classical,English ,,Clementi,Allegro moderato from Rondo-Valse,,,,,,,,,,,,,,,x,,,,,,,,,,,
15 Late Classical,English ,Elementary,Clementi,Andante (2nd mvt) from Sonatina Op.36 #1 in C Major,,,,13-clELE,,,,,,,,clJR,,,,,,clJR,,,,3B,,,,
15 Late Classical,English ,Senior,Clementi,Andantino from Sonata Op.4 #2,,,,,,,,,,,,,clSR,,,,,,,,,,,,,
15 Late Classical,English ,Senior,Clementi,Andantino from Sonata Op.4 #4,,,,,,,,,,,,,clSR,,,,,,,,,,,,,
15 Late Classical,English ,Senior,Clementi,Op.38 #11 in E Major,,,,,,,,,,,,,clSR,,,,,,,,,,,,,
15 Late Classical,English ,Senior,Clementi,Op.38 #4 in G Major,,,,,,,,,,,,,clSR,,,,,,,,,,,,,
15 Late Classical,English ,Senior,Clementi,Op.38 #9 in C Major,,,,,,,,,,,,,clSR,,,,,,,,,,,,,
15 Late Classical,English ,Senior,Clementi,Op.39 #11 in B Major,,,,,,,,,,,,,clSR,,,,,,,,,,,,,
15 Late Classical,English ,Senior,Clementi,Op.39 #12 in E Major,,,,,,,,,,,,,clSR,,,,,,,,,,,,,
15 Late Classical,English ,Senior,Clementi,Op.39 #2 in A Major,,,,,,,,,,,,,clSR,,,,,,,,,,,,,
15 Late Classical,English ,Senior,Clementi,Presto from Sonata Op.4 #2,,,,,,,,,,,,,clSR,,,,,,,,,,,,,
15 Late Classical,English ,Junior,Clementi,Spiritoso (1st mvt) from Sonatina Op.36 #3 in C Major,,,,13-clJR,,,,,,,,clINT,,,,,,,clINT,clINT,,clINT,,,,
15 Late Classical,English ,,Clementi,Un poco adagio (2nd mvt) from Sonatina Op.36 #3 in C Major,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Late Classical,English ,Duet Jr,Clementi - Ruthardt,Andante from Sonatina Op.36 #1,DUET,,,,,,,,,,,duJR,,,,,,,,,,,,,,
15 Late Classical,English ,Duet Int,Clementi - Ruthardt,Sonatina Op.36 #1 (complete),DUET,,,,,,,,,,,,,,duINT,,,,,,,,,,,
23 Pedagogy,American,Elementary,Cobb,Chocolate Soldier,"Guild Repertoire - Elementary A and B, Alfred, AP.0639, P.30-31, 26 bars, in C Major
",,,,002C,,,,,,,,2D,,,,,,,,,,,,,
23 Pedagogy,American,Junior,Cobb,Swinging High and Low,,,,,,,,,,,,,3D,,,,,,,,,,,,,
22 USA,American ,Senior,Copland,The Cat and the Mouse ,,,,,,,,,,,,,,usSR,,,,,,,,,,,,
22 USA,American ,Senior,Copland,The Young Pioneers ,,,,,,,,,,,,,usSR,,,,,,,,,,,,,
23 Pedagogy,Italian,Elementary,Corelli,Sarabande,,,,,,,,,,,,,,2A,,,,,,,,,,,,
23 Pedagogy,Canadian,Elementary,Coulthard,The Jackhammer,,,,,,,,,,,,,,,,1D,,,,,,,,,,
23 Pedagogy,French,Elementary,Couperin,The Reapers in B Flat Major,"Harris Piano Classics Vol.2/a, FH.HPA60, p.6, 20 bars",,,,,,11bELE2,,,,,,,,,,,,,,,,,,,
13 Baroque,French,Junior,Couperin,Carnival in C Major,,,,,,,,,,,bJR,,,,,,,,,,,,,,,
13 Baroque,French,Junior,Couperin,Le Petit Rien in D Major,,,,,,,,,,,bJR,,,,,,,,,,,,3A,,,
23 Pedagogy,French,Elementary,Couperin,Les Coucous Benevoles,,,,,,,,,,,,,,,,,,,,,,2A,,,,
23 Pedagogy,French ,Elementary,Couppey,Bourree in G Major,"Solo Repertoire for the Young Pianist, Book 2 (Mid-Elementary Level) Willis Music #9634, HL.416001, p.26-27 27 bars",,,,,31rELE6,,,,,,,,,,,,,,,,,,,1C,
20 Contemporary,American ,Junior,Cowall,Sway Dance ,,,,,,,,,,,,,,,,cJR,,,,,,,,,,
22 USA,American ,Intermediate,Cowell,The Irishman Dances ,,,,,,,,,,,,,usINT,,,,,,,,,,,,,
22 USA,American ,Advanced,Crocker,"In Celebration of Type ""A"" Personality",,,,,,,,,,,,,,usADV,,,,,,,,,,,,
22 USA,American ,Advanced,Crocker,Indigo Fantasy,,,,,,,,,,,,,,usADV,,,,,,,,,,,,
22 USA,American ,Advanced,Crocker,Theme & Variations on Para Francisco,,,,,,,,,,,,,,usADV,,,,,,,,,,,,
23 Pedagogy,,Elementary,Curcio,Roses For You in C Major,"Guild Repertoire Elementary A & B, Alfred AP. 0639, P.38-39, 32 bars, in C Major",,,,31rELE5,,,,,,,,,,,,,,,,,1C,,,,
22 USA,American,Senior,Currier,Touch the Keys!,,,,,,,,,,,,,usSR,,,,,,,,,,,,,
23 Pedagogy,Austrian,Elementary,Czerny,Allemande in C Major,"Discovering Piano Literature Book 2, Alfred AP.14575, p.14, 32 bars with repeat",,,17clJR,,,,2clELE3,,,,,,,,,,,,,,,,,,
,Austrian,Junior,Czerny,March in C Major,"Discovering Piano Literature, Book 2, Alfred AP.14575, p.16, 32 bars, with all repeats",,,clJR,,,,,,,,,,,,,,,,,,,,,,
23 Pedagogy,Austrian,Elementary,Czerny,Star Song  in C Major,"Solo Repertoire for the Young Pianist Book 1, Willis Music #9633,HL.416000, p.21 (French Folk)",,,,,,,2clELE1,,,,,,,,,,,,,,,,,,
,Austrian,Duet Ele,Czerny (Duet),Allegretto Vivace from Op.824 #38 in B Flat Major (Duet),"44 Original Piano Duets, Theodore Presser Company (PR.410411660), p.56-57",,,,,,71duELE,,,,,,,,,,,,,,,,,,,
17 Late Romantic,French ,,"d' Indy, Vincent ",Op.17 #3 Laufenburg in B Major,"51 Piano Pieces from the Modern Repertoire, Schirmer HL.50327580, p.64-73",,,,,,,,,,,,,,,,,,,,,,,,,
17 Late Romantic,French ,Advanced,"d' Indy, Vincent ",Op.17 #1 Aarau,,,,,,,,,,,,,,,cADV,,,,,,,,,,,
,Chinese,Intermediate,Dan 但,Planting Sunflowers 种葵花,"ZhongGuo ErTong GangQinQuXuan, SMPH 2J703 中国儿童钢琴曲选, p.58-59",,,,,73chINT2,,,,,,,,,,,,,,,,,,,,
,Chinese,Junior,Dan 但,Pastorale 在草原上,"ZhongGuo ErTong GangQinQuXuan, SMPH 2J703, p.26-27 ( bars)中国儿童钢琴曲选",,,,,,62chJR6,,,,,,,,,,,,,,,,,,,
,Chinese,Intermediate,Dan 但,Shepherd Story (Theme & 7 Variations) 放牛娃儿盼红军,"ZhongGuo ErTong GangQinQuXuan, SMPH 2J703, p.90-95 中国儿童钢琴曲选",,,,,,63chINT2,,,,,,,,,,,,,,,,,,,
19 Early Contem,English,Junior,Davies,Stevie's Ferry to Hoy - Choppy Seas (2),,,,,,,,,,,,,cJR,,,,,,,,,,,,,
19 Early Contem,English,Junior,Davies,Stevie's Ferry to Hoy - Safe Landing (3),,,,,,,,,,,,,cJR,,,,,,,,,,,,,
22 USA,American,Senior,Deak,Angry Storm,,,,,,,,,,,,,usSR,,,,,,,,,,,,,
18 Impressionist,French,Intermediate,Debussy,Le Petit Negre (Cake-Walk) ,"An Introduction To His Piano Works, Alfred AP.2216, p.13-15",,,,,004D,,,,,,4D,,,4D,,,,cSR,,,,,,,
18 Impressionist,French,Senior,Debussy,Reverie in F Major,"An Introduction To His Piano Works, Alfred AP.2216, p.16-20",,,,,44imSR1,,,,,,,imSR,7D,,,,,cSR,,,,,,,
18 Impressionist,French,Senior,Debussy,Doctor Gradus ad Parnassum,"An Introduction To His Piano Works, Alfred AP.2216, p.21-25",,,,,44imSR2,,,,,,,imSR,,,7D,,,cSR,,,,,,,
18 Impressionist,French,Senior,Debussy,Serenade of the Doll ,"An Introduction To His Piano Works, Alfred AP.2216, p.30-35",,,,,44imSR3,,,,,,,imSR,,,,,,,,,,,,,
18 Impressionist,French,Senior,Debussy,The Snow is Dancing,"An Introduction To His Piano Works, Alfred AP.2216, p.36-41",,,,,44imSR4,,,,,,,8D,,,,,,cSR,,,,,,,
18 Impressionist,French,Senior,Debussy,Golliwogg's Cakewalk,"An Introduction To His Piano Works, Alfred AP.2216, p.44-48",,,,,44imSR5,,,,,,6D,,,7D,,,,cSR,,,,,7D,,
18 Impressionist,French,Senior,Debussy,First Arabesque,"An Introduction To His Piano Works, Alfred AP.2216, p.49-53",,,,,44imSR6,,,,,,,,,6D,cSR,,,cSR,,,,,,6C,
18 Impressionist,French,Intermediate,Debussy,Clair de Lune from Suite Bergamasque  ,"An Introduction To His Piano Works, Alfred AP.2216, p.54-59",,,,,005D,,,,,,,,,,cSR,,,cSR,,,8C,,,,
,French,Advanced,Debussy,Prelude #5 Les collines d'Anacapri,"Complete Preludes, Books 1 And 2, Dover AP.6-259706, ISBN 9780486259703, P.16-21 (Book 1)",,3.5,,45imADV2,,,,,,,,,,,,,,,,,,,,,
,French,Advanced,Debussy,Prelude #9 La sérénade interrompue,"Complete Preludes, Books 1 And 2, Dover AP.6-259706, ISBN 9780486259703, P.33-37 (Book 1)",,3,,45imADV3,,,,,,,,,,,,,,,,,,,,,
,French,Advanced,Debussy,Prelude #10 La cathédrale engloutie,"Complete Preludes, Books 1 And 2, Dover AP.6-259706, ISBN 9780486259703, P.38-42 (Book 1)",,8,,45imADV4,,,,,,,,,,,,,,,,,,,,,
,French,Advanced,Debussy,Prelude #11 La danse de Puck,"Complete Preludes, Books 1 And 2, Dover AP.6-259706, ISBN 9780486259703, P.43-48 (Book 1)",,3.5,,45imADV5,,,,,,,,,,,,,,,,,,,,,
,French,Advanced,Debussy,Prelude #12 Minstrels,"Complete Preludes, Books 1 And 2, Dover AP.6-259706, ISBN 9780486259703, P.49-52 (Book 1)",,3,,45imADV6,,,,,,,,,,,,,,,,,,,,,
,French,Advanced,Debussy,Prelude #3 Le vent dans la plaine,"Complete Preludes, Books 1 And 2, Dover AP.6-259706, ISBN 9780486259703, P.7-12 (Book 1)",,2.5,,45imADV1,,,,,,,,,,,,,,,,,,,,,
18 Impressionist,French,Senior,Debussy,Mazurka in F# Minor,"Piano Music 1888-1905, Dover AP.6-227715, P.117-121",,,,44imSR5,,,,,,,,imSR,,,,,,,,,,,,,
,French,Senior,Debussy,Prelude in F Major from Suite Bergamasque,"Piano Music 1888-1905, Dover AP.6-227715, P.12-17",,,,44imSR2,,,,,,,,,,,,,,,,,,,,,
18 Impressionist,French,Senior,Debussy,Valse Romantique in F Minor,"Piano Music 1888-1905, Dover AP.6-227715, P.122-127",,,,44imSR6,,,,,,,,,,,,,,,,,,,,,
,French,Senior,Debussy,Menuet in A Minor from Suite Bergamasque,"Piano Music 1888-1905, Dover AP.6-227715, P.18-24",,,,44imSR3,,,,,,,,,,,,,,,,,,,,,
,French,Senior,Debussy,Passepied in F# Minor from Suite Bergamasque ,"Piano Music 1888-1905, Dover AP.6-227715, P.31-38",,,,44imSR4,,,,,,,,,,,,,,,,,,,,,
18 Impressionist,French,Senior,Debussy,Second Arabesque in G Major,"Piano Music 1888-1905, Dover AP.6-227715, P.6-11",,,,44imSR1,,,,,,,,imSR,,,,,,cSR,,,,,,,
18 Impressionist,French,Senior,Debussy,Bohemian Dance,,,,,,,,,,,,,imSR,,,,,,,,,,,,,
18 Impressionist,French,Senior,Debussy,Homage to Haydn ,,,,,,,,,,,,,imSR,,,,,,,,,,,,,
18 Impressionist,French,Advanced,Debussy,Jardins sous la pluie from Estampes ,,,,,,,,,,,,,imADV,,,,,,,,,,,,,
18 Impressionist,French,Senior,Debussy,Jimbo's Lullaby ,,,,,,,,,,,,,imSR,,,,,,cSR,,,,,,,
18 Impressionist,French,Advanced,Debussy,Mouvement from Images I ,,,,,,,,,,,,,imADV,,,,,,,,,,,,,
18 Impressionist,French,Advanced,Debussy,Prelude Bk.1 #10 ,,,,,,,,,,,,,imADV,,,,,,,,,,,,,
18 Impressionist,French,Advanced,Debussy,Prelude Bk.2 #11 ,,,,,,,,,,,,,imADV,,,,,,,,,,,,,
18 Impressionist,French,Senior,Debussy,Prelude Bk.2 #6 ,,,,,,,,,,,,,imSR,,,,,,,,,,,,,
18 Impressionist,French,Advanced,Debussy,Prelude from Pour le piano ,,,,,,,,,,,,,imADV,,,,,,,,,,,,,
18 Impressionist,French,Advanced,Debussy,Sarabande from Pour le piano ,,,,,,,,,,,,,imADV,,,,,,,,,,,,,
18 Impressionist,French,Senior,Debussy,The Doll's Dance,,,,,,,,,,,,,imSR,,,,,,,,,,,,,
18 Impressionist,French,Senior,Debussy,The Girl with the Flaxen Hair,,,,,,,,,,,,,imSR,,5D,,,,,,,,,,,
18 Impressionist,French,Senior,Debussy,The Little Shepherd ,,,,,,,,,,,,,imSR,,,,,,cSR,,,,,,,
18 Impressionist,French,Senior,Debussy,The Minstrels ,,,,,,,,,,,,,imSR,,,,,,,,,,,,,
18 Impressionist,French,Senior,Debussy,The More than Slow ,,,,,,,,,,,,,imSR,,,,,,,,,,,,,
18 Impressionist,French,Advanced,Debussy,Toccata from Pour le piano ,,,,,,,,,,,,,imADV,,,,,,,,,,,,,
,French,Duet Senior,Debussy (Duet),Ballet in D Major from Petite Suite (4th mvt),"Essential Keyboard Duets, Volume 3, Alfred AP.21439, P.112-123",,,14duINT2,98duSR2,,,,,,,,,,,,,,,,,,,,,
,French,Duet Intermediate,Debussy (Duet),En bateau in G Major from Petite Suite (1st mvt),"Essential Keyboard Duets, Volume 3, Alfred AP.21439, P.87-93",,,15duINT1,97duINT1,,,,,,,,,,,,,,,,,,,,,
,French,Duet Senior,Debussy (Duet),Cortege in E Major from Petite Suite (2nd mvt),"Essential Keyboard Duets, Volume 3, Alfred AP.21439, P.94-103",,,15duINT2,98duSR1,,,,,,,,,,,,,,,,,,,,,
,French,Duet Intermediate,Debussy (Duet),Menuet  in G Major from Petite Suite (3rd mvt),"Essential Keyboard Duets, Volume 3, Alfred AP.21439, P.94-103",,,14duINT1,97duINT2,,,,,,,,,,,,,,,,,,,,,
,French,Duet Int,Debussy-Johnson,Golliwog's Cake-Walk (Duet),Debussy Golliwog's Cake-Walk Edition Peters No.7271 (Thomas A. Johnson),,,,,,,,,,,,,,,,,,,,,,,,,
,French,Duet Int,Debussy-Prostakoff,Ballet from Petite Suite ,"Petite Suite for Piano, Schirmer #LB1864, HL.50262370, P.",,,14duINT2,,,,,,,,,,,,,,,,,,,,,,
18 Impressionist,French,Advanced,Debussy-Prostakoff,Boating from Petite Suite ,"Petite Suite for Piano, Schirmer #LB1864, HL.50262370, P.",,,,,,,,,,,,imADV,,,,,,,,,,,,,
